ID;Deca;Competitor;DOB;Nat;Pos;Venue;Date;100m;Long_Jump;Shot_Put;High_Jump;400m;110m_Hurdles;Discus_Throw;Pole_Vault;Javelin_Throw;1500m;k3;k4;k5
1408;8124;Phil McMullen;03.02.1975;USA;1;Berkeley. CA;07.05.2004;-1.078962526;-0.74858176;0.666998331;-0.158280362;0.25793502;0.541066912;1.817909073;0.883852465;-0.375271546;1.308364419;0;2;4
1409;7589;Tommy Skipper;14.09.1984;USA;1;Tucson. AZ;08.05.2004;1.1915343;-2.301103518;-0.264363751;0.038831331;-0.253236359;-1.001749403;0.319944134;1.472626669;0.692884477;-1.959014909;0;2;0
1410;8050;Claston Bernard;22.03.1979;JAM;1;Desenzano del Garda;09.05.2004;0.31429689;0.104211881;0.911480877;1.560971628;-0.20336598;0.629862095;1.095868419;-0.17188059;0.046111105;-0.672645095;0;2;4
1411;7903;Romain Barras;01.08.1980;FRA;2;Desenzano del Garda;09.05.2004;-1.001559225;-0.518983472;0.469083889;-0.256836208;-0.215833575;0.174786779;0.363051039;0.227403065;1.163265111;0.673755311;1;2;4
1412;7784;Jirí Ryba;15.06.1976;CZE;3;Desenzano del Garda;09.05.2004;-1.027360325;-0.857914278;0.131465134;0.334498871;-0.128560412;-0.002803588;0.179846694;0.227403065;0.183305457;0.785240694;1;0;0
1413;7602;Jari Olli;03.04.1977;FIN;5;Desenzano del Garda;09.05.2004;-1.130564726;0.322876917;0.08489703;0.038831331;-1.163370765;-0.380183118;-0.08957146;0.63345424;0.036311508;-0.518280717;1;2;4
1414;7503;Luca Ceglie;24.10.1979;ITA;6;Desenzano del Garda;09.05.2004;0.056285887;-0.311251688;-0.334215907;-0.256836208;-0.265703953;0.352377147;-0.251222353;-0.17188059;-0.414469932;-0.77555468;1;0;0
1415;7564;Paul Speer;20.09.1981;USA;1;Normal. IL;13.05.2004;0.752915595;-0.693915501;-0.066449308;-0.552503748;-0.103625223;-1.201538567;0.761789908;-0.374906178;-0.179279615;-0.046611785;0;2;4
1416;7670;David Lemen;13.11.1979;USA;1;Columbia. MO;14.05.2004;-0.61454272;0.454075939;-0.171227543;-1.034332331;-0.702069764;-0.457878904;-0.218892174;1.053040455;0.369497791;-0.312461547;1;3;3
1417;7504;Knut Harald Sommerfeldt;13.07.1979;NOR;3;Columbia. MO;14.05.2004;-0.691946021;-0.103519903;0.096539056;-1.034332331;-1.487528225;-0.180393955;0.093632885;-0.17188059;0.996671969;-0.415371132;1;2;4
1418;7532;Rudy Bourguignon;16.07.1979;FRA;1;Nogent-sur-Oise;15.05.2004;-0.085620165;-0.125386407;-0.532130349;-0.749615441;-0.552458629;-0.846357832;-0.628407769;0.63345424;-0.287075177;0.279268568;1;3;0
1419;7665;Gaëtan Blouin;04.01.1974;FRA;1;Arles;16.05.2004;-0.304929517;-0.672048998;-0.893033156;0.137387178;-0.078690034;0.230283769;-0.208115448;0.227403065;-0.002886878;0.339299159;1;0;0
1420;7806;Dennis Leyckes;20.04.1982;GER;1;Wesel;16.05.2004;-0.137222365;-0.540849976;0.212959316;-0.837220638;0.332740588;0.11928979;-0.6822914;0.843247348;0.065710298;0.613724719;1;0;0
1421;8036;Pavel Andreev;24.11.1978;UZB;1;Tashkent;21.05.2004;-0.717747122;-0.497116969;0.981333034;1.046291096;-0.315574332;-0.102698169;0.761789908;0.430428653;0.545890529;0.450784543;0;2;4
1422;7895;Ryan Olkowski;19.04.1980;USA;1;State College. PA;22.05.2004;2.378384913;0.88047276;-1.335430145;1.560971628;1.193004616;0.774154269;-1.081030269;0.288310742;-1.316032814;-0.200976163;1;3;3
1423;7853;James Cook;21.07.1976;USA;2;State College. PA;22.05.2004;0.572307893;0.104211881;-0.206153621;-0.256836208;-0.440250278;0.352377147;0.858780443;0.288310742;-0.228277598;0.725210103;0;3;3
1424;7732;Travis Geopfert;28.08.1978;USA;3;State College. PA;22.05.2004;0.869020546;-0.781381516;-0.415710089;-1.121937528;1.018458292;0.219184371;0.115186337;0.085285154;-0.169480019;0.896726078;1;3;3
1425;8043;Nikolay Tishchenko;04.02.1977;RUS;1;Krasnodar;29.05.2004;0.701313394;1.186603811;0.387589706;-0.256836208;-0.053754845;0.629862095;0.125963063;0.430428653;-0.33607316;0.279268568;0;3;3
1426;7972;Nikolay Averyanov;04.02.1980;RUS;2;Krasnodar;29.05.2004;1.023827148;0.213544399;0.282811472;-0.552503748;0.070921101;0.507768718;-0.121901639;0.430428653;-0.36547195;0.725210103;1;3;3
1427;7805;Aleksey Drozdov;03.12.1983;RUS;3;Krasnodar;29.05.2004;-0.472636669;0.027679119;1.155963424;-0.256836208;-0.490120656;-0.679866863;1.785578894;0.024377478;-0.267475984;-0.200976163;0;2;4
1428;8842;Roman Šebrle;26.11.1974;CZE;1;Götzis (Mösle-Stadium);30.05.2004;0.520705692;1.864465423;1.621644465;1.243402789;0.719236021;0.98504283;1.14975205;0.843247348;2.035429203;0.390753951;0;2;4
1429;8732;Tom Pappas;06.09.1976;USA;2;Götzis (Mösle-Stadium);30.05.2004;1.049628248;0.749273738;1.388803944;1.867589817;0.594560075;1.340223564;1.429946931;1.262833562;1.045669952;-0.415371132;0;2;4
1430;8512;Dmitriy Karpov;23.07.1981;KAZ;3;Götzis (Mösle-Stadium);30.05.2004;0.985125497;1.645800387;1.039543164;0.9367846;1.367550941;1.184831993;2.24897812;-0.17188059;-0.277275581;-0.098066578;0;2;4
1431;8317;Erki Nool;25.06.1970;EST;4;Götzis (Mösle-Stadium);30.05.2004;1.139932099;0.727407235;0.410873758;-0.256836208;1.168069427;-0.169294557;-0.068018008;1.689187296;0.673285284;0.116328391;0;3;3
1432;8301;Chiel Warners;02.04.1978;NED;5;Götzis (Mösle-Stadium);30.05.2004;1.281838151;1.84259892;0.31773755;0.038831331;1.030925886;0.98504283;0.244507051;0.430428653;-0.218478002;0.167783184;0;3;3
1433;8240;Lev Lobodin;01.04.1969;RUS;6;Götzis (Mösle-Stadium);30.05.2004;0.35299854;0.475942443;0.899838851;0.64111706;0.133259074;0.907347044;0.837226991;1.262833562;-0.581063074;-0.098066578;0;2;4
1434;8211;Tomáš Dvorák;11.05.1972;CZE;7;Götzis (Mösle-Stadium);30.05.2004;0.198191939;1.044471537;1.516866231;-0.256836208;0.432481345;0.574365106;-0.154231817;0.024377478;1.329858252;0.279268568;0;2;4
1435;8161;Paul Terek;20.10.1979;USA;8;Götzis (Mösle-Stadium);30.05.2004;0.172390838;0.322876917;1.22581558;-0.256836208;0.60702767;-0.724264455;0.460041575;1.689187296;0.153906667;-0.046611785;0;2;4
1436;8126;Attila Zsivóczky-Pandel;29.04.1977;HUN;9;Götzis (Mösle-Stadium);30.05.2004;-0.021117414;-0.070720148;1.132679372;1.243402789;-0.377912305;-0.302487333;1.031208062;0.227403065;0.516491739;0.450784543;0;2;4
1437;8082;Eugène Martineau;14.05.1980;NED;10;Götzis (Mösle-Stadium);30.05.2004;0.146589738;0.530608702;-0.194511595;0.334498871;0.731703616;-0.657668067;-0.488310329;0.63345424;0.996671969;0.95675667;1;3;3
1438;8067;Roland Schwarzl;10.12.1980;AUT;11;Götzis (Mösle-Stadium);30.05.2004;0.056285887;1.077271293;0.20131729;0.334498871;-0.003884466;0.452271728;0.470818301;0.63345424;-0.228277598;0.064873599;0;3;3
1439;8026;Claston Bernard;22.03.1979;JAM;12;Götzis (Mösle-Stadium);30.05.2004;0.636810644;0.432209436;0.073255004;1.243402789;0.569624886;0.885148248;0.201400146;-0.760654794;0.487092949;-0.098066578;0;3;3
1440;7929;André Niklaus;30.08.1981;GER;13;Götzis (Mösle-Stadium);30.05.2004;-0.279128417;0.344743421;-1.952457524;0.334498871;-0.315574332;0.696458483;-0.261999079;1.053040455;0.389096984;0.845271286;1;0;0
1441;7895;Philipp Huber;18.02.1974;SUI;14;Götzis (Mösle-Stadium);30.05.2004;-0.782249872;-0.125386407;-0.019881204;-0.837220638;0.108323885;-0.280288537;0.751013181;0.227403065;0.810479635;1.068242054;1;3;4
1442;7854;Aliaksandr Parkhomenka;21.03.1981;BLR;15;Götzis (Mösle-Stadium);30.05.2004;-0.691946021;-0.070720148;0.760134539;-0.552503748;-0.826745711;-0.147095761;0.093632885;0.227403065;1.22206269;0.562269927;0;2;4
1443;7843;William Frullani;21.09.1979;ITA;16;Götzis (Mösle-Stadium);30.05.2004;0.985125497;0.530608702;0.003402848;0.9367846;0.794041589;0.585464504;0.05052598;-0.760654794;-0.826052987;-0.36391634;0;3;3
1444;7572;Thomas Tebbich;04.02.1975;AUT;18;Götzis (Mösle-Stadium);30.05.2004;-0.085620165;-0.070720148;-0.520488323;-0.552503748;-0.04128725;-0.513375894;-0.111124913;0.430428653;-0.345872757;-0.312461547;1;3;3
1445;7539;Markus Walser;15.12.1979;AUT;19;Götzis (Mösle-Stadium);30.05.2004;0.701313394;0.432209436;0.236243368;-0.837220638;0.295337804;-0.013902986;-1.749187291;-0.17188059;0.046111105;-0.724099888;1;3;3
1446;7444;Ranko Leskovar;;SLO;20;Götzis (Mösle-Stadium) ;30.05.2004;-0.085620165;0.727407235;0.119823108;0.038831331;-1.624671766;0.274681361;-1.070253542;0.024377478;-1.110241287;-0.518280717;1;3;3
1447;7416;Thomas Walser;09.02.1978;AUT;21;Götzis (Mösle-Stadium) ;30.05.2004;0.030484787;-0.595516235;0.492367941;-0.837220638;-0.677134575;-0.135996363;0.125963063;-0.950145343;-0.600662267;0.116328391;0;2;4
1448;7410;Stephen Harris;05.12.1980;USA;22;Götzis (Mösle-Stadium) ;30.05.2004;0.869020546;1.733266401;-0.88139113;1.243402789;1.517162076;0.518868116;-0.466756876;-5.321962995;-0.30667437;0.785240694;1;3;3
1449;7328;Xaver Weibel;;SUI;23;Götzis (Mösle-Stadium) ;30.05.2004;-0.356531718;0.585274961;-0.334215907;-0.552503748;-0.864148494;-0.657668067;-1.512099316;-0.17188059;-0.30667437;-0.36391634;1;3;3
1450;7022;Jukka Väkeväinen;12.09.1978;FIN;24;Götzis (Mösle-Stadium) ;30.05.2004;-0.58874162;-0.180052666;-0.741686818;0.334498871;0.706768426;-0.180393955;-1.350448423;0.024377478;-6.852804859;1.248333828;1;0;0
1451;7960;Haifeng Qi;07.08.1983;CHN;4;Arles;06.06.2004;0.404600741;0.63994122;-0.392426037;-0.059724515;0.008583128;0.052693402;0.751013181;-0.151578031;0.379297387;0.613724719;0;3;3
1452;7580;Julien Choffart;05.11.1978;FRA;11;Arles;06.06.2004;0.546506793;0.213544399;-0.834823026;0.531610564;-0.440250278;-0.313586731;-0.283552531;-0.354603619;-0.600662267;-0.046611785;1;3;3
1453;7576;Arnaud Starck;03.01.1980;FRA;12;Arles;06.06.2004;0.778716695;0.475942443;-0.066449308;-0.355392055;-0.702069764;0.296880157;-1.425885506;0.044680037;-0.551664284;-0.261006754;1;3;3
1454;8090;Laurent Hernu;22.08.1976;FRA;;Arles;06.06.2004;0.494904592;0.475942443;0.061612978;0.235943024;0.332740588;1.229229585;0.481595027;0.247705624;-0.30667437;0.390753951;0;3;3
1455;7765;Óscar González;08.08.1976;ESP;1;Castellón;06.06.2004;0.198191939;0.530608702;-0.473920219;1.046291096;-0.290639142;-0.313586731;-0.165008544;-0.17188059;-0.904449759;0.725210103;1;3;3
1456;7575;Víctor Ruiz;24.10.1974;ESP;2;Castellón;06.06.2004;0.262694689;0.005812615;-0.567056427;-1.034332331;-0.190898385;0.108190392;-0.024911103;0.024377478;-1.286634024;0.725210103;1;3;3
1457;7543;Marc Magrans;26.09.1976;ESP;3;Castellón;06.06.2004;-0.021117414;0.322876917;-0.171227543;-1.319049221;-0.290639142;-0.069399976;-1.059476816;0.024377478;-0.816253391;0.95675667;1;3;3
1458;7785;Santiago Lorenzo;04.04.1978;ARG;2;Chula Vista. CA;06.06.2004;-0.304929517;0.39940968;-0.904675182;-0.837220638;0.345208183;0.097090994;-0.671514674;0.430428653;0.506692142;0.785240694;1;3;3
1459;7616;Grant Dennis;;USA;4;Chula Vista. CA;06.06.2004;-0.58874162;-0.956313545;0.538936045;-1.121937528;0.12079148;0.185886177;0.589362289;-0.374906178;-0.610461863;0.785240694;1;2;4
1460;7592;William Pappas;22.02.1979;USA;6;Chula Vista. CA;06.06.2004;-0.498437769;-0.048853644;-0.054807282;-0.256836208;-0.215833575;-0.302487333;-0.305105984;0.227403065;-0.404670336;-0.046611785;1;0;0
1461;7624;Efthímios Andréoglou;12.08.1970;GRE;1;Ellinikó (Agios Kosmas);06.06.2004;-1.053161425;0.027679119;0.049970952;0.334498871;-1.749347712;0.108190392;0.201400146;0.024377478;-0.208678405;0.450784543;1;0;4
1462;7648;Klaus Isekenmeier;14.04.1975;GER;2;Filderstadt;06.06.2004;-0.782249872;-1.087512566;1.481940153;-1.877532351;-0.490120656;0.130389188;2.24897812;-0.17188059;0.085309491;-0.518280717;0;2;4
1463;7554;Stefan Hommel;03.09.1984;GER;3;Filderstadt;06.06.2004;0.236893589;-0.803248019;0.387589706;-0.453947901;0.12079148;-0.380183118;0.9234408;0.024377478;-1.208237252;-0.621190302;0;2;4
1464;7603;Michal Modelski;16.04.1975;POL;1;Szczecin;06.06.2004;-0.304929517;-0.672048998;0.37594768;-0.453947901;-0.016352061;0.019395208;-0.445203424;0.430428653;-1.022044918;0.279268568;1;0;0
1465;8056;Paolo Casarsa;02.07.1975;ITA;1;Wien;06.06.2004;0.030484787;-0.20191917;1.097753294;0.334498871;-0.265703953;0.774154269;1.623928002;0.430428653;0.624287301;-1.067131838;0;2;4
1466;8171;Ryan Harlan;25.04.1981;USA;1;Austin. TX;12.06.2004;0.611009543;-0.518983472;1.318951788;0.64111706;0.58209248;1.406819952;-0.08957146;0.843247348;0.536090932;-0.818433674;0;2;4
1467;8041;Trey Hardee;07.02.1984;USA;2;Austin. TX;12.06.2004;1.823661257;-0.048853644;-0.194511595;0.038831331;0.756638805;0.98504283;0.546255384;0.63345424;-0.943648146;-0.261006754;0;3;3
1468;7937;Mustafa Abdur-Rahim;29.09.1982;USA;3;Austin. TX;12.06.2004;1.049628248;0.060478874;0.469083889;-0.552503748;0.669365643;0.92954584;-0.6822914;-0.950145343;0.702684073;0.896726078;1;3;3
1469;7736;Travis Brandstatter;10.03.1982;USA;4;Austin. TX;12.06.2004;0.236893589;-0.497116969;-0.124659439;0.64111706;-0.016352061;0.962844034;-1.609089851;-0.17188059;0.418495774;0.116328391;1;0;0
1470;7588;Justin Youngblood;30.03.1981;USA;7;Austin. TX;12.06.2004;0.752915595;0.475942443;-0.555414401;0.64111706;-1.47506063;0.252482565;-0.100348186;-0.760654794;-0.189079212;-0.312461547;1;3;3
1471;7584;Chris Wineberg;18.11.1980;USA;8;Austin. TX;12.06.2004;0.056285887;-0.595516235;-0.392426037;-0.552503748;0.557157291;-1.34583074;-1.027146638;0.843247348;-0.443868722;0.502239335;1;0;0
1472;7548;Jereme Richardson;22.02.1982;USA;9;Austin. TX;12.06.2004;0.262694689;-1.185911833;-0.520488323;0.038831331;0.270402615;0.407874136;-1.113360447;0.024377478;-0.541864687;0.227813775;1;0;0
1473;7534;Curtis Pugsley;27.12.1978;USA;10;Austin. TX;12.06.2004;-0.330730617;-0.070720148;-1.288862041;0.64111706;-0.402847494;0.074892198;-1.037923364;0.843247348;-0.826052987;-0.415371132;1;0;0
1474;7851;Janis Karlivans;02.06.1982;LAT;1;Riga;12.06.2004;-0.330730617;0.672740975;0.049970952;0.334498871;0.070921101;-0.735363853;0.589362289;0.227403065;0.046111105;0.013418806;0;2;4
1475;7805;Oleksandr Yurkov;21.07.1975;UKR;1;Kyiv;13.06.2004;-0.640343821;0.137011637;0.632072253;-0.651059595;-0.801810521;0.485569922;1.731695264;0.227403065;-0.326273564;-0.36391634;0;2;4
1476;7794;Sergiy Blonskyy;07.01.1973;UKR;2;Kyiv;13.06.2004;-0.58874162;0.104211881;1.318951788;-0.059724515;-0.889083684;0.474470524;0.363051039;0.430428653;0.183305457;-0.972798052;0;2;4
1477;7518;Yuriy Blonskyy;09.07.1979;UKR;3;Kyiv;13.06.2004;-0.756448772;-0.726715257;-0.113017413;0.531610564;-0.577393818;-0.058300578;0.19062342;1.262833562;-1.031844514;-1.641710355;0;2;0
1478;7730;Kip Janvrin;08.07.1965;USA;1;Fargo. ND;20.06.2004;0.28849579;-0.20191917;-0.089733361;-1.121937528;0.532222102;-0.191493353;0.104409611;0.227403065;-0.08128365;0.227813775;1;3;3
1479;7928;Aleksandr Pogorelov;10.01.1980;RUS;2;Tula (Arsenal Stadium);23.06.2004;-0.356531718;0.989805278;0.08489703;0.9367846;-0.764407738;0.352377147;0.492371753;0.63345424;-0.502666301;-0.312461547;0;2;4
1480;8048;Nikolay Averyanov;04.02.1980;RUS;1;Tula (Arsenal Stadium);24.06.2004;1.320539801;1.153804055;0.434157811;-0.552503748;-0.165963196;0.307979555;-0.326659436;0.430428653;-0.33607316;0.785240694;0;3;3
1481;8172;Dennis Leyckes;20.04.1982;GER;1;Ratingen;27.06.2004;0.378799641;0.060478874;-0.159585517;0.137387178;1.130666643;0.585464504;-0.197338722;1.053040455;0.310700212;0.673755311;1;3;3
1482;8044;Florian Schönbeck;13.01.1974;GER;2;Ratingen;27.06.2004;-0.137222365;0.63994122;-0.054807282;-0.749615441;0.12079148;0.629862095;1.160528776;1.053040455;-0.042085264;-0.046611785;0;2;4
1483;8032;Stefan Drews;12.02.1979;GER;3;Ratingen;27.06.2004;0.520705692;-0.125386407;-0.357499959;-0.749615441;1.205472211;1.240328983;-0.348212889;0.843247348;-0.208678405;0.673755311;1;3;3
1484;7855;Stefan Schmid;06.07.1970;GER;4;Ratingen;27.06.2004;0.146589738;0.935139019;-0.019881204;-0.749615441;0.25793502;-0.213692149;0.125963063;-0.17188059;1.653244938;-0.621190302;0;3;3
1485;7833;Sebastian Knabe;13.10.1978;GER;5;Ratingen;27.06.2004;0.262694689;0.563408457;-0.206153621;0.137387178;0.806509183;0.685359085;0.567808836;0.024377478;-0.404670336;-1.067131838;0;2;4
1486;7730;Ahmad Hassan Moussa;17.06.1981;QAT;6;Ratingen;27.06.2004;0.546506793;-0.180052666;-0.252721725;-1.592815461;0.569624886;-0.202592751;0.082856159;-0.760654794;1.261261076;0.613724719;1;3;3
1487;7831;Janis Karlivans;02.06.1982;LAT;1;Riga;04.07.2004;-0.472636669;0.858606256;-0.136301465;0.137387178;0.083388696;-0.446779506;0.438488122;0.024377478;-0.061684457;0.339299159;0;3;3
1488;7631;Zsolt Kürtösi;21.03.1971;HUN;2;Riga;04.07.2004;-1.207968027;0.377543177;0.643714279;0.739672906;-0.36544471;-0.690966261;0.363051039;-0.17188059;-0.100882843;-0.724099888;0;2;4
1489;7927;William Frullani;21.09.1979;ITA;1;Tallinn;04.07.2004;1.1915343;0.803939997;-0.485562245;0.64111706;0.145726669;0.640961493;0.158293242;-0.374906178;-0.05188486;-0.200976163;0;3;3
1490;7921;Laurent Hernu;22.08.1976;FRA;2;Tallinn;04.07.2004;-0.524238869;0.082345378;-0.113017413;0.038831331;0.307805399;0.640961493;1.117421871;0.024377478;-0.659459846;0.725210103;0;2;4
1491;7888;Indrek Turi;30.07.1981;EST;3;Tallinn;04.07.2004;-0.253327316;0.15887814;0.119823108;0.64111706;-0.727004954;0.574365106;-0.499087055;0.430428653;0.781080846;-0.098066578;1;3;3
1492;7831;André Niklaus;30.08.1981;GER;4;Tallinn;04.07.2004;-0.756448772;0.825806501;-0.217795647;0.334498871;-0.390379899;0.241383167;-1.005593185;0.430428653;0.438094967;0.390753951;1;3;3
1493;7784;Kristjan Rahnu;29.08.1979;EST;5;Tallinn;04.07.2004;0.520705692;0.104211881;0.841628721;-0.552503748;-0.539991035;0.463371126;1.214412407;-0.374906178;0.575289318;-1.307254203;0;2;4
1494;7656;Mike Maczey;28.09.1972;GER;8;Tallinn;04.07.2004;-1.324072978;0.618074716;0.20131729;-0.256836208;-1.537398603;-0.002803588;-0.08957146;0.430428653;0.389096984;-0.098066578;1;2;4
1495;7522;Krzysztof Andrzejak;10.01.1975;POL;11;Tallinn;04.07.2004;0.985125497;0.508742198;0.038328926;0.334498871;-0.053754845;-0.835258434;-0.843942293;0.227403065;-0.816253391;-1.495921776;0;3;3
1496;7200;Anis Riahi;30.05.1971;TUN;1;Brazzaville;17.07.2004;-0.56294052;-0.540849976;-1.859321316;-1.220493374;0.843911967;-0.4800777;-0.617631043;-0.374906178;-0.865251373;-0.098066578;1;0;0
1497;6882;Selwin Lieutier;;MUS;2;Brazzaville;17.07.2004;-0.395233368;-0.901647286;-1.05602152;-1.778976505;-0.577393818;0.396774738;-1.835401101;-1.139635891;-0.375271546;-0.972798052;1;0;0
1498;6475;Célestin Kengué;;CON;3;Brazzaville;17.07.2004;-0.137222365;0.454075939;-2.068877784;-0.355392055;-0.190898385;-2.366975352;-2.977734076;-1.511849468;-2.94276584;-0.56973551;1;0;0
1499;6226;Boualem Lamri;;ALG;4;Brazzaville;17.07.2004;-1.50468068;-0.595516235;-2.394854513;-0.059724515;-0.352977115;-0.080499374;-2.277246874;-5.321962995;-1.394429586;0.339299159;2;0;0
1500;5254;Roland Itoua;;CON;5;Brazzaville;17.07.2004;-1.582083981;-2.73843359;-1.253935963;-2.326508985;-2.385195037;-5.51920437;-1.835401101;-5.321962995;0.20290465;-1.495921776;2;0;0
1501;8660;Bryan Clay;03.01.1980;USA;1;Sacramento. CA;17.07.2004;1.823661257;1.131937552;0.946406956;0.433054717;1.130666643;0.87404885;2.195094489;1.053040455;1.623846148;-1.26437521;0;2;4
1502;8517;Tom Pappas;06.09.1976;USA;2;Sacramento. CA;17.07.2004;1.023827148;0.913272515;1.377161918;1.046291096;1.06832867;0.87404885;0.998877884;0.843247348;0.496892546;-0.312461547;0;2;4
1503;8312;Paul Terek;20.10.1979;USA;3;Sacramento. CA;17.07.2004;0.35299854;0.268210658;1.016259112;0.433054717;0.631962859;-0.724264455;1.548490919;1.262833562;-0.394870739;0.95675667;0;2;4
1504;8285;Phil McMullen;03.02.1975;USA;4;Sacramento. CA;17.07.2004;-0.253327316;-0.693915501;0.923122903;0.739672906;0.544689697;0.00829581;1.591597823;0.843247348;-0.149880826;1.488456193;0;2;4
1505;7917;Stephen Moore;13.08.1975;USA;5;Sacramento. CA;17.07.2004;1.075429348;0.585274961;-0.799896948;0.739672906;1.529629671;-0.04720118;0.169069968;0.430428653;-0.786854601;-0.724099888;1;3;3
1506;7844;Mustafa Abdur-Rahim;29.09.1982;USA;6;Sacramento. CA;17.07.2004;0.636810644;-0.311251688;0.748492513;-0.453947901;0.544689697;0.219184371;0.039749254;-0.564396726;-0.404670336;0.95675667;0;3;3
1507;7770;Andy Giesler;24.02.1978;USA;7;Sacramento. CA;17.07.2004;-0.498437769;0.027679119;-0.019881204;0.433054717;-1.063630008;-0.813059638;1.192858955;0.63345424;-0.179279615;-0.046611785;0;2;4
1508;7536;Chris Boyles;02.05.1980;USA;10;Sacramento. CA;17.07.2004;-0.937056474;-0.595516235;-0.229437673;1.352909285;-0.988824441;-1.068345791;0.363051039;0.430428653;0.702684073;-1.547376569;0;2;0
1509;7842;David Gómez;13.02.1981;ESP;1;Cartagena;18.07.2004;-0.279128417;0.935139019;0.119823108;-0.355392055;-0.016352061;0.341277749;0.061302706;-0.17188059;0.379297387;0.064873599;0;3;3
1510;7842;Dean Macey;12.12.1977;GBR;1;Hexham;18.07.2004;-0.911255374;0.432209436;0.876554799;-0.158280362;-0.36544471;-0.025002384;0.869557169;-0.374906178;-0.287075177;0.845271286;0;2;4
1511;7501;Jan Podebradský;01.03.1974;CZE;1;HraDEZ Králové;18.07.2004;-0.446835569;-0.409650954;0.119823108;-1.319049221;-0.028819656;-0.402381914;0.179846694;-0.469651452;-0.208678405;0.390753951;1;3;4
1512;7763;Madis Kallas;22.04.1981;EST;1;Tartu;18.07.2004;-0.330730617;0.082345378;0.678640357;-0.059724515;-1.088565197;-0.080499374;0.858780443;0.125890272;0.114708281;-0.312461547;0;2;4
1513;7552;Paolo Mottadelli;07.06.1979;ITA;1;Desenzano del Garda;25.07.2004;-0.279128417;0.060478874;0.678640357;-1.592815461;-0.8516809;-0.124896965;-0.078794734;0.430428653;-0.022486071;-0.56973551;0;2;4
1514;7820;Benjamin Jensen;13.04.1975;NOR;1;Moss;25.07.2004;-0.021117414;-0.20191917;0.049970952;0.137387178;-0.315574332;0.196985575;0.201400146;0.531941447;0.516491739;-0.56973551;0;2;4
1515;7733;Hans Olav Uldal;16.12.1982;NOR;2;Moss;25.07.2004;0.120788638;0.585274961;-0.473920219;-0.749615441;-0.589861413;-0.169294557;0.901887348;-0.077135316;0.300900615;-0.098066578;0;3;4
1516;7562;Aki Heikkinen;24.02.1980;FIN;2;Vaasa;31.07.2004;-0.395233368;-0.650182494;-0.182869569;-0.059724515;-0.951421657;-0.457878904;-1.070253542;0.125890272;1.310259059;-0.098066578;1;0;0
1517;7541;Jukka Väkeväinen;12.09.1978;FIN;3;Vaasa;31.07.2004;-0.498437769;-0.333118191;-0.99781139;-0.355392055;0.631962859;-0.746463251;-0.552970686;0.125890272;-0.816253391;0.95675667;1;0;0
1518;7628;Agustín Félix;14.03.1979;ESP;1;Castellón;04.08.2004;-0.666144921;0.432209436;-0.380784011;0.433054717;-0.938954062;-0.258089741;-0.208115448;0.430428653;-0.404670336;-0.149521371;1;3;3
1519;7940;David Gómez;13.02.1981;ESP;1;Huelva;07.08.2004;0.198191939;0.618074716;0.166391212;-0.651059595;0.719236021;0.729756677;-0.31588271;-0.374906178;0.751682056;0.450784543;1;3;3
1520;7703;Enrique Aguirre;06.12.1979;ARG;2;Huelva;07.08.2004;0.120788638;-0.464317213;0.341021602;0.838228753;0.370143372;-0.080499374;-0.833165566;-0.17188059;-0.522265494;0.116328391;1;3;3
1521;7628;François Gourmet;28.12.1982;BEL;1;Verviers;22.08.2004;0.933523297;0.082345378;-0.741686818;-0.935776484;0.893782346;-0.446779506;-1.55520622;1.053040455;-1.737415465;0.725210103;1;3;3
1522;8893;Roman Šebrle;26.11.1974;CZE;1;Athína (Olympic Stadium);24.08.2004;0.727114495;1.809799164;1.726422699;1.560971628;0.856379562;1.129335003;1.429946931;0.843247348;1.947232834;0.064873599;0;2;4
1523;8820;Bryan Clay;03.01.1980;USA;2;Athína (Olympic Stadium);24.08.2004;1.952666758;2.14872997;0.911480877;0.9367846;0.370143372;1.007241626;1.74247199;0.63345424;1.819838079;-0.046611785;0;2;4
1524;8725;Dmitriy Karpov;23.07.1981;KAZ;3;Athína (Olympic Stadium);24.08.2004;1.772059056;1.733266401;1.412087996;1.243402789;1.803916752;1.240328983;2.087327227;0.024377478;-0.277275581;0.167783184;0;2;4
1525;8414;Dean Macey;12.12.1977;GBR;4;Athína (Olympic Stadium);24.08.2004;0.611009543;0.803939997;1.272383684;1.867589817;0.494819318;0.407874136;1.343733121;-0.374906178;0.153906667;0.896726078;0;2;4
1526;8343;Chiel Warners;02.04.1978;NED;5;Athína (Olympic Stadium);24.08.2004;1.410843652;1.536467869;0.37594768;0.038831331;1.093263859;1.184831993;0.319944134;0.63345424;-0.296874774;0.167783184;0;3;3
1527;8287;Attila Zsivóczky-Pandel;29.04.1977;HUN;6;Athína (Olympic Stadium);24.08.2004;0.546506793;-0.070720148;0.969691008;1.560971628;0.245467426;-0.124896965;0.740236455;0.227403065;0.888876407;0.613724719;0;2;4
1528;8237;Laurent Hernu;22.08.1976;FRA;7;Athína (Olympic Stadium);24.08.2004;0.378799641;0.060478874;0.504009967;0.64111706;0.644430453;0.840750656;0.546255384;0.430428653;0.055910702;0.95675667;0;3;4
