ID,Deca,Competitor,DOB,Nat,Pos,Venue,Date,100m,Long_Jump,Shot_Put,High_Jump,400m,110m_Hurdles,Discus_Throw,Pole_Vault,Javelin_Throw,1500m,1500m_secs,100m_pts,Long_Jump_pts,Shot_Put_pts,High_Jump_pts,400_pts,110m_Hurdles_pts,Discus_Throw_pts,Pole_Vault_pts,Javelin_Throw_pts,1500m_pts,100m_dev,Long_Jump_dev,Shot_Put_dev,High_Jump_dev,400m_dev,110m_Hurdles_dev,Discus_Throw_dev,Pole_Vault_dev,Javelin_Throw_dev,1500m_dev
1296,7966,Romain Barras,8/1/1980,FRA,3,Arles,6/8/2003,"11,32","7,01","14,97","1,99","49,21","14,49","42,28","4,61","63,40",04:33.55,"274,00",791,817,788,795,852,913,712,793,790,719,"-0,6145427204","-0,409650954","0,7252084611","0,2359430242","0,3576757774","0,5077687179","0,007419075299","0,04468003653","0,8888764074","0,3907496177"
1297,7964,Sébastien Levicq,6/25/1971,FRA,4,Arles,6/8/2003,"11,43","7,26","13,81","1,96","51,26","15,24","42,62","5,21","66,86",04:33.28,"273,00",768,877,717,768,758,821,718,976,842,726,"-0,9112553737","0,2463441548","-0,1013753866","-0,05972451536","-0,814278116","-0,5133758936","0,07207943236","1,283136121","1,398455428","0,4507746164"
1298,7923,Attila Zsivóczky-Pandel,4/29/1977,HUN,5,Arles,6/8/2003,"11,35","7,02","14,76","2,14","50,21","15,13","43,23","4,51","60,85",04:32.32,"272,00",785,819,775,935,805,834,731,764,751,732,"-0,6919460212","-0,3877844504","0,5738621228","1,76903397","-0,2283011693","-0,3690837203","0,2121768727","-0,1515780314","0,5066921424","0,5022246153"
1299,7799,Dmitriy Ivanov,3/23/1977,RUS,6,Arles,6/8/2003,"11,1","7,2","13,78","1,9","48,44","15,18","43,87","4,81","60,32",04:50.63,"291,00",839,862,715,714,888,828,744,853,743,613,"0,004683686502","0,08234537758","-0,1246594386","-0,6510595945","0,8065091833","-0,435680108","0,3522743129","0,4507312116","0,4282953701","-0,518200363"
1300,7649,Bruno Lambèse,4/11/1969,FRA,8,Arles,6/8/2003,"11,21","7,23","15,1","1,9","50,31","14,56","45,38","4,51","46,63",04:39.28,"279,00",815,869,796,714,801,904,775,764,539,687,"-0,3049295169","0,1588781403","0,8183446693","-0,6510595945","-0,2781715478","0,4078741363","0,6863528244","-0,1515780314","-1,570822324","0,1163496235"
1301,7593,Volodymyr Mykhaylenko,8/27/1973,UKR,9,Arles,6/8/2003,"11,22","7,17","13,33","1,96","48,97","14,77","41,71","4,91","44,69",04:46.53,"287,00",813,855,688,768,863,878,700,883,511,637,"-0,3307306172","0,005812614888","-0,4389941412","-0,05972451536","0,4948193181","0,1192897896","-0,1219016388","0,6537567992","-1,845211027","-0,3124003674"
1302,7535,Stéphane Bamboux,2/28/1974,FRA,10,Arles,6/8/2003,"10,99","7,38","13,61","1,87","50,12","14,63","41,72","4,61","50,93",04:56.99,"297,00",863,906,705,688,810,895,700,793,603,578,"0,3142968899","0,5634084574","-0,2410796988","-0,9357764845","-0,1659631963","0,3079795548","-0,1219016388","0,04468003653","-0,9436481455","-0,8183253566"
1303,7745,Sergiy Blonskyy,1/7/1973,UKR,2,Minsk,6/11/2003,"11,23","7,04","15,59","1,91","51,67","14,75","44,63",5,"59,96",05:03.83,"304,00",811,824,826,723,740,880,760,911,738,537,"-0,3565317175","-0,3331181913","1,16760545","-0,552503748","-1,038694819","0,1414885855","0,5247019318","0,8432473476","0,3792973874","-1,169900349"
1304,8061,Stephen Harris,12/5/1980,USA,1,"Sacramento, CA",6/12/2003,"10,87","7,5","12,6","2,05","47,96","14,5","39,96","4,7","58,69",04:33.73,"274,00",890,935,643,850,912,911,664,820,719,719,"0,6626117438","0,8804727599","-0,9628853123","0,838228753","1,105731454","0,485569922","-0,5098637812","0,2274030653","0,1931050531","0,3907496177"
1305,7894,William Thomas,8/11/1981,USA,2,"Sacramento, CA",6/12/2003,"11,39","6,92","15,45","2,05","48,99","15,2","42,12",5,"54,09",04:36.56,"277,00",776,795,818,850,862,826,708,911,650,700,"-0,8080509725","-0,6501824939","1,074469242","0,838228753","0,4823517235","-0,4578789039","-0,03568782941","0,8432473476","-0,4830671081","0,2278246212"
1306,7854,Maurice Smith,9/28/1980,JAM,3,"Sacramento, CA",6/12/2003,"10,93","7,17","15,18","1,9","49,38","14,5","46,5","4,3","56,51",04:41.63,"282,00",877,855,801,714,844,911,798,703,686,668,"0,4949045919","0,005812614888","0,8765547994","-0,6510595945","0,2579350205","0,485569922","0,9342175265","-0,5643967262","-0,1302816327","-0,046575373"
1307,7511,Darion Powell,6/14/1982,USA,4,"Sacramento, CA",6/12/2003,"11,22","7,12","14,15","1,93","49,53","14,96","42,77","4,2","55,44",04:48.86,"289,00",813,843,738,741,837,855,722,674,670,625,"-0,3307306172","-0,1253864069","0,1431071599","-0,3553920549","0,1706618582","-0,1359963633","0,1151863371","-0,7606547941","-0,2870751774","-0,4153003652"
1308,7868,Vitaliy Smirnov,10/25/1978,UZB,1,Tashkent,6/13/2003,"11,06","7,09","14,27","2,01","49,94","15,09","42,6","4,3","63,27",04:27.49,"267,00",848,836,745,813,818,839,718,703,788,765,"0,1207886378","-0,2019191696","0,2246013421","0,4330547173","-0,06622243938","-0,3135867305","0,07207943236","-0,5643967262","0,8692772144","0,7851996093"
1309,7646,Gaëtan Blouin,1/4/1974,FRA,,Évian-les-bains,6/22/2003,"11,29","7,11","12,9","1,98","49,97","15,07","40,41","4,7","59,66",04:39.95,"280,00",798,840,662,786,816,842,673,820,733,681,"-0,5242388694","-0,1581861623","-0,7416868178","0,1373871777","-0,0911576286","-0,2802885366","-0,4128732456","0,2274030653","0,3302994047","0,06489962463"
1310,8784,Tom Pappas,9/6/1976,USA,1,"Palo Alto, CA",6/22/2003,"10,78","7,96","16,28","2,17","48,22","14,13","45,84","5,2","60,77",04:48.12,"288,00",911,1051,869,964,899,958,785,973,750,631,"0,9335232968","2,14872997","1,668212569","2,086602809","0,943652724","1,007241626","0,7941200862","1,262833562","0,4968925458","-0,3638503663"
1311,8482,Bryan Clay,1/3/1980,USA,2,"Palo Alto, CA",6/22/2003,"10,43","7,71","14,01","2,02","47,85","14,12","43,51","4,7","67,77",04:42.19,"282,00",992,988,729,822,917,960,737,820,856,668,"1,978467858","1,459935106","0,03832892572","0,5316105638","1,168069427","1,029440422","0,2768372297","0,2274030653","1,535649779","-0,046575373"
1312,8275,Paul Terek,10/20/1979,USA,3,"Palo Alto, CA",6/22/2003,"10,9","7,38","15,51","2,08","49,26","15,78","46,19","5,2","58,79",04:37.25,"277,00",883,906,822,878,850,758,792,973,720,700,"0,5723078928","0,5634084574","1,121037346","1,144846942","0,3327405881","-1,212637965","0,8695571694","1,262833562","0,2029046496","0,2278246212"
1313,8010,Stephen Moore,8/13/1975,USA,4,"Palo Alto, CA",6/22/2003,"10,8","7,33","12,87","2,02","47,18","14,44","42,28","4,6","54,34",04:35.44,"275,00",906,894,660,822,950,919,712,790,654,713,"0,8690205461","0,4322094356","-0,7649708699","0,5316105638","1,579500049","0,5743651056","0,007419075299","0,02437747777","-0,443868722","0,3392996188"
1314,7918,Kip Janvrin,7/8/1965,USA,5,"Palo Alto, CA",6/22/2003,"11,1","6,83","14,45","1,84","48,35","14,86","40,8","4,9","58,00",04:12.91,"253,00",839,774,756,662,893,867,681,880,708,861,"0,004683686502","-0,879780782","0,3526636283","-1,220493374","0,8688471564","-0,00280358786","-0,3266594362","0,6334542404","0,08530949117","1,608399592"
1315,7809,David Lemen,11/13/1979,USA,6,"Palo Alto, CA",6/22/2003,"11,22","7,38","12,75","1,9","50,94","14,58","40,12","5,3","65,83",05:00.58,"301,00",813,906,653,714,772,901,667,1004,826,554,"-0,3307306172","0,5634084574","-0,846465052","-0,6510595945","-0,6397317914","0,3745759425","-0,4775336026","1,472626669","1,241661883","-1,024125352"
1316,7754,Bevan Hart,8/1/1977,USA,7,"Palo Alto, CA",6/22/2003,"11,2","6,81","13,53","1,96",50,"14,83","42,16",5,"54,10",04:29.45,"269,00",817,769,700,768,815,871,709,911,650,752,"-0,2791284166","-0,934447041","-0,299289829","-0,05972451536","-0,1036252232","0,04159400395","-0,02491110323","0,8432473476","-0,4830671081","0,6737246117"
1317,7560,Ryan Harlan,4/25/1981,USA,11,"Palo Alto, CA",6/22/2003,"11,06","6,89","14,81","2,05","51,13","14,08","38,4","4,5","51,65",04:59.06,"299,00",848,788,779,850,764,965,633,761,614,566,"0,1207886378","-0,7267152566","0,6204302269","0,838228753","-0,7394725483","1,084937411","-0,8439422926","-0,1718805902","-0,8358525836","-0,9212253544"
1318,8008,Romain Barras,8/1/1980,FRA,1,Bressanone,7/6/2003,"11,54","6,99","15,14","1,99","49,28","14,43","44,17","4,7","64,08",04:32.94,"273,00",745,812,799,795,849,920,750,820,800,726,"-1,207968027","-0,4643172131","0,8532707473","0,2359430242","0,3202729935","0,5854645036","0,41693467","0,2274030653","0,9868723728","0,4507746164"
1319,7896,Aleksandr Pogorelov,1/10/1980,RUS,2,Bressanone,7/6/2003,"11,24","7,64","15,37","2,08","51,36","14,38","38,98","4,5","60,72",04:53.86,"294,00",808,970,813,878,753,927,644,761,749,595,"-0,3952333679","1,263136573","1,016259112","1,144846942","-0,876616089","0,6631602892","-0,7253983047","-0,1718805902","0,4870929493","-0,6725503597"
1320,7850,Sergey Nikitin,5/13/1973,RUS,3,Bressanone,7/6/2003,"11,18","6,97",16,"1,99","51,22","14,71","44,35","4,8","57,98",04:49.17,"289,00",821,807,852,795,760,885,754,850,708,625,"-0,2275262161","-0,5189834721","1,470298127","0,2359430242","-0,7893429268","0,1969855753","0,4600415747","0,4304286529","0,08530949117","-0,4153003652"
1321,7788,Lionel Marceny,7/17/1974,FRA,4,Bressanone,7/6/2003,"11,13","7,36","13,31","1,93","49,84","14,4","41,62","4,9","51,98",04:38.72,"279,00",832,901,687,741,822,924,698,880,618,687,"-0,0856201645","0,5087421983","-0,4506361673","-0,3553920549","-0,01635206094","0,6298620954","-0,1434550912","0,6334542404","-0,7966541974","0,1163496235"
1322,7715,Stefan Drews,2/12/1979,GER,6,Bressanone,7/6/2003,"11,02","7,01","12,32","1,9","48,21","14,29","38,17",5,"51,97",04:34.97,"275,00",857,817,626,714,899,938,628,911,618,713,"0,2368935891","-0,409650954","-1,160799755","-0,6510595945","0,943652724","0,7852536667","-0,8978259235","0,8432473476","-0,7966541974","0,3392996188"
1323,7712,Luca Ceglie,10/24/1979,ITA,7,Bressanone,7/6/2003,"10,98","7,25","13,33","1,96","48,88","14,65","39,67","4,6","56,76",04:49.22,"289,00",866,874,688,768,867,893,658,790,690,625,"0,3529985404","0,2135443993","-0,4389941412","-0,05972451536","0,5446896965","0,2857807589","-0,5745241382","0,02437747777","-0,09108324655","-0,4153003652"
1324,7562,Henri Kokkonen,8/11/1978,FIN,10,Bressanone,7/6/2003,"11,38","6,78",15,"1,93","50,7","15,09","42,02","4,5","62,31",04:47.95,"288,00",778,762,790,741,783,839,706,761,773,631,"-0,7822498722","-1,010979804","0,7484925131","-0,3553920549","-0,5025882507","-0,3135867305","-0,05724128176","-0,1718805902","0,7222832663","-0,3638503663"
1325,7584,David Gómez,2/13/1981,ESP,1,Salamanca (Helmántico),7/6/2003,"11,42","7,05","13,56","1,98","49,17","14,61","41,72",4,"60,06",04:37.38,"277,00",770,826,702,786,854,898,700,618,739,700,"-0,8854542734","-0,3112516877","-0,2760057769","0,1373871777","0,3826109666","0,3412777486","-0,1219016388","-1,139635891","0,3890969839","0,2278246212"
1326,8281,Erki Nool,6/25/1970,EST,1,Tallinn,7/6/2003,"10,79","7,56","13,98","1,97","48,18","14,55","42,96","5,3","56,09",04:35.86,"276,00",908,950,728,777,901,905,725,1004,680,706,"0,8948216464","1,044471537","0,0266868997","0,03883133117","0,9685879133","0,4189735343","0,1475165156","1,472626669","-0,189079212","0,2792746201"
1327,8060,Chiel Warners,4/2/1978,NED,2,Tallinn,7/6/2003,"10,76","7,69","14,53","1,97","47,91","14,34","41,79","4,6","56,96",04:53.28,"293,00",915,983,761,777,914,932,702,790,693,601,"0,9851254974","1,405268847","0,4108737585","0,03883133117","1,130666643","0,718657279","-0,1003481865","0,02437747777","-0,06168445693","-0,6211003608"
1328,7835,Michal Modelski,4/16/1975,POL,3,Tallinn,7/6/2003,"11,15","7,39","14,32",2,"49,59","14,81","39,39","4,8","53,06",04:35.76,"276,00",828,908,748,804,834,873,653,850,634,706,"-0,1372223651","0,585274961","0,2595274202","0,3344988707","0,1332590744","0,06379279985","-0,6284077691","0,4304286529","-0,6398606528","0,2792746201"
1329,7762,Philipp Huber,2/18/1974,SUI,4,Tallinn,7/6/2003,"11,46","7,38","14,24","1,85","50,01","15,6","41,98","4,9","59,38",04:25.13,"265,00",761,906,744,671,815,779,705,880,729,778,"-1,001559225","0,5634084574","0,2129593161","-1,121937528","-0,1036252232","-0,9795506076","-0,06801800794","0,6334542404","0,2911010185","0,8966746069"
1330,7696,Krzysztof Andrzejak,1/10/1975,POL,6,Tallinn,7/6/2003,"10,98","7,32","14,73","2,06","49,13","14,94","36,87","4,8","50,92",05:02.76,"303,00",866,891,774,859,856,857,602,850,603,543,"0,3529985404","0,3994096802","0,5622200968","0,9367845995","0,4075461558","-0,1137975674","-1,178020804","0,4304286529","-0,9436481455","-1,11845035"
1331,7662,Xavier Weibel,1/21/1980,SUI,7,Tallinn,7/6/2003,"11,09","7,61","13,41","1,94","50,81","15,35","38,06","4,5","61,53",04:39.17,"279,00",841,963,693,750,778,808,626,761,761,687,"0,03048478679","1,186603811","-0,3807840111","-0,2568362084","-0,5649262238","-0,657668067","-0,9193793759","-0,1718805902","0,6046881078","0,1163496235"
1332,7551,Ireneus Zurawicz,1/24/1978,POL,9,Tallinn,7/6/2003,"11,36","7,04","13,98","1,88","50,04","14,91","42,77","4,8","51,66",04:42.10,"282,00",783,824,728,697,813,861,722,850,614,668,"-0,7177471215","-0,3331181913","0,0266868997","-0,837220638","-0,1285604124","-0,06939997557","0,1151863371","0,4304286529","-0,8358525836","-0,046575373"
1333,8606,Roman Šebrle,11/26/1974,CZE,1,Ratingen,7/13/2003,"10,93","7,6","15,41","2,09","48,59","14,3","47,31","5,1","63,14",04:35.37,"275,00",877,960,815,887,881,937,815,942,786,713,"0,4949045919","1,153804055","1,039543164","1,243402789","0,7192360211","0,7741542687","1,117421871","1,053040455","0,8496780213","0,3392996188"
1334,8023,Jón Arnar Magnússon,7/28/1969,ISL,2,Ratingen,7/13/2003,"10,93","7,45","15,24","2,03","49,27","14,64","42,56","4,9","62,51",05:15.47,"315,00",877,923,805,832,849,894,717,880,776,477,"0,4949045919","0,7492737382","0,9231229035","0,6411170599","0,3202729935","0,2968801568","0,06130270618","0,6334542404","0,7516820559","-1,684400338"
1335,7983,André Niklaus,8/30/1981,GER,1,Bydgoszcz,7/18/2003,"11,24","7,14","13,28","2,03","50,18","14,54","43,06",5,"59,13",04:30.98,"271,00",808,848,685,832,807,906,727,911,725,739,"-0,3952333679","-0,0707201478","-0,4739202193","0,6411170599","-0,2033659801","0,4300729322","0,1690699679","0,8432473476","0,2519026323","0,5622496141"
1336,7864,Indrek Turi,7/30/1981,EST,2,Bydgoszcz,7/18/2003,"11,29","6,8","13,87","2,06","50,54","14,44","39,69",5,"60,59",04:37.14,"277,00",798,767,721,859,790,919,659,911,747,700,"-0,5242388694","-0,9563135447","-0,05480728246","0,9367845995","-0,4153150885","0,5743651056","-0,5637474121","0,8432473476","0,4674937562","0,2278246212"
1337,7681,Atis Vaisjuns,9/27/1982,LAT,3,Bydgoszcz,7/18/2003,"11,29","7,08","13,46","2,03","49,87","15,12","40,57","4,6","58,48",04:38.72,"279,00",798,833,696,832,821,836,677,790,715,687,"-0,5242388694","-0,234718925","-0,345857933","0,6411170599","-0,02881965555","-0,3468849244","-0,3697663409","0,02437747777","0,1539066669","0,1163496235"
1338,7627,Lars Albert,2/9/1982,GER ,4,Bydgoszcz,7/18/2003,"11,24","7,07","15,49","1,94","51,91","15,21","41,71","4,5","59,73",04:41.0,"281,00",808,831,820,750,729,825,700,761,734,675,"-0,3952333679","-0,2565854286","1,097753294","-0,2568362084","-1,17583836","-0,4689783018","-0,1219016388","-0,1718805902","0,3400990012","0,01344962572"
1339,7615,Christopher Hallmann,6/6/1983,GER,5,Bydgoszcz,7/18/2003,"10,79","7,22","11,48","1,91","47,76","14,94","36,04","4,5","55,90",04:30.10,"270,00",908,867,575,723,921,857,585,761,677,745,"0,8948216464","0,1370116366","-1,754543082","-0,552503748","1,217939805","-0,1137975674","-1,361225149","-0,1718805902","-0,2184780016","0,613699613"
1340,7560,David Gómez,2/13/1981,ESP,6,Bydgoszcz,7/18/2003,"11,23","7,07","13,72","1,88","49,9","14,4","40,18","4,2","58,59",04:35.1,"275,00",811,831,712,697,820,924,669,674,717,713,"-0,3565317175","-0,2565854286","-0,1595855167","-0,837220638","-0,04128725016","0,6298620954","-0,4559801503","-0,7606547941","0,17350586","0,3392996188"
1341,7436,Mihail Papaioannou,,GRE,7,Bydgoszcz,7/18/2003,"10,92","7,12","12,86","1,97","49,82","15,05","38,27","4,3","49,96",04:37.5,"277,00",879,843,659,777,823,844,630,703,589,700,"0,5207056922","-0,1253864069","-0,7766128959","0,03883133117","-0,00388446633","-0,2580897407","-0,8762724712","-0,5643967262","-1,080842497","0,2278246212"
1342,7348,Aleksey Drozdov,12/3/1983,RUS ,8,Bydgoszcz,7/18/2003,"11,3","6,92","14,47","1,97","51,74","15,73","44,01","4,3","49,26",04:36.9,"277,00",795,795,758,777,737,764,747,703,578,700,"-0,5629405198","-0,6501824939","0,3759476804","0,03883133117","-1,076097603","-1,146041577","0,3846044915","-0,5643967262","-1,188638059","0,2278246212"
1343,7339,Hristos Halitsios,,GRE,9,Bydgoszcz,7/18/2003,"10,92","7,42","13,33",2,"51,17","14,34","40,34","4,6","39,93",05:17.8,"318,00",879,916,688,804,762,932,672,790,442,461,"0,5207056922","0,6727409755","-0,4389941412","0,3344988707","-0,7644077375","0,718657279","-0,4236499718","0,02437747777","-2,521383188","-1,821600335"
1344,7329,Mihai Timofte,,ROM,10,Bydgoszcz,7/18/2003,"11,23","7,06","13,25",2,"50,67","15,18","39,01","4,1","50,4",04:35.3,"275,00",811,828,683,804,784,828,645,646,595,713,"-0,3565317175","-0,2893851841","-0,4972042713","0,3344988707","-0,4901206561","-0,435680108","-0,7146215785","-0,9501453425","-1,022044918","0,3392996188"
1345,7271,Mikk Joorits,2/12/1981,EST ,11,Bydgoszcz,7/18/2003,"10,88","6,96","11,98","1,82","47,61","15,7","40,58","4,1","51,23",04:35.8,"276,00",888,805,606,645,929,767,677,646,607,706,"0,6368106435","-0,5408499758","-1,393640275","-1,406654418","1,317680562","-1,112743383","-0,3697663409","-0,9501453425","-0,9044497594","0,2792746201"
1346,7153,Damjan Sitar,8/17/1981,SVN,12,Bydgoszcz,7/18/2003,"11,12","6,94","10,44","2,15","49,4","15,01","36,67","4,3","35,08",04:36.3,"276,00",835,800,513,944,843,849,598,703,372,706,"-0,04691851407","-0,5955162348","-2,476348695","1,867589817","0,2454674259","-0,202592751","-1,221127709","-0,5643967262","-3,207354946","0,2792746201"
1347,7140,Matteo Kranner,,ITA,13,Bydgoszcz,7/18/2003,"11,13","6,56","12,02","1,91","50,95","14,82","44,11","4,4","48,37",04:56.8,"297,00",832,712,608,723,772,872,749,731,565,578,"-0,0856201645","-1,557642394","-1,370356223","-0,552503748","-0,6397317914","0,0526934019","0,4061579438","-0,3749061778","-1,316032814","-0,8183253566"
1348,7095,Álvaro Contreras,1/27/1982,ESP,14,Bydgoszcz,7/18/2003,"11,32","6,94","12,16","1,94","49,36","15,47","32,91","4,3","44,94",04:27.1,"267,00",791,800,617,750,845,794,522,703,515,765,"-0,6145427204","-0,5955162348","-1,265577989","-0,2568362084","0,2704026151","-0,8130596383","-2,040158898","-0,5643967262","-1,806012641","0,7851996093"
1349,7037,Aliaksandr Parkhomenka,3/21/1981,BLR,15,Bydgoszcz,7/18/2003,"11,35",,"14,89","2,03","50,97","15,35","43,22","4,7","66,05",04:39.6,"280,00",785,0,783,832,771,808,731,820,830,681,"-0,6919460212","-9,342117685","0,666998331","0,6411170599","-0,6521993861","-0,657668067","0,2121768727","0,2274030653","1,280860269","0,06489962463"
1350,6114,Mikko Halvari,3/4/1983,FIN ,16,Bydgoszcz,7/18/2003,"11,08","7,03","13,16","1,91","51,46","14,92","47,13",,"52,84",,"0,00",843,821,678,723,749,860,811,0,631,0,"0,05628588707","-0,3659179468","-0,5554144015","-0,552503748","-0,9264864675","-0,08049937352","1,074314967","-5,321962995","-0,6692594424","-5,774675251"
1351,7528,Francisco José Caro,10/23/1978,ESP,2,Palencia,7/20/2003,"11,05","7,36","13,87","1,92","52,12","15,7","38,38","4,9","60,04",04:56.61,"297,00",850,901,721,732,720,767,632,880,739,578,"0,1465897381","0,5087421983","-0,05480728246","-0,4539479015","-1,288046711","-1,112743383","-0,8547190188","0,6334542404","0,3890969839","-0,8183253566"
1352,8203,Kristjan Rahnu,8/29/1979,EST,1,Tartu,7/20/2003,"10,79","7,38","15,64",2,"49,81","14,2","50,7","4,5","65,02",05:05.75,"306,00",908,906,830,804,824,949,885,761,814,526,"0,8948216464","0,5634084574","1,214173554","0,3344988707","0,00858312828","0,9073470442","1,871792704","-0,1718805902","1,124066724","-1,264225347"
1353,8184,Laurent Hernu,8/22/1976,FRA,1,Narbonne,7/25/2003,"11,12","7,43","14,37","2,06","49,31","14,05","45,63","4,75","58,21",04:39.79,"280,00",835,918,752,859,847,969,780,835,711,681,"-0,04691851407","0,6946074791","0,3060955243","0,9367845995","0,2953378043","1,129335003","0,7402364553","0,3289158591","0,1147082808","0,06489962463"
1354,7901,Romain Barras,8/1/1980,FRA,2,Narbonne,7/25/2003,"11,35","7,02","14,78","1,97","50,05","14,32","42,04","4,45","63,68",04:28.20,"268,00",785,819,777,777,813,934,707,746,794,758,"-0,6919460212","-0,3877844504","0,5971461748","0,03883133117","-0,1285604124","0,7408560749","-0,04646455558","-0,273393384","0,9280747936","0,7251746106"
1355,7877,Paolo Casarsa,7/2/1975,ITA,1,Rieti,8/2/2003,"11,35","6,85","14,81","1,94","51,2","14,69","49,72","4,8","64,32",04:49.18,"289,00",785,779,779,750,761,888,865,850,804,625,"-0,6919460212","-0,8251145229","0,6204302269","-0,2568362084","-0,7768753322","0,2302837691","1,65625818","0,4304286529","1,026070759","-0,4153003652"
1356,7739,Cristian Gasparro,12/15/1974,ITA,2,Rieti,8/2/2003,"11,4","6,92","13,88","1,97","50,79","14,86","44,67","4,9","56,56",04:36.80,"277,00",774,795,721,777,779,867,761,880,687,700,"-0,8338520728","-0,6501824939","-0,05480728246","0,03883133117","-0,5524586292","-0,00280358786","0,5354786579","0,6334542404","-0,1204820362","0,2278246212"
1357,7596,Marzio Viti,8/10/1973,ITA,4,Rieti,8/2/2003,"11,33","7,37","14,46","1,97","51,91","14,94","43,68","4,4","55,62",04:46.15,"286,00",789,903,757,777,729,857,740,731,673,643,"-0,6403438207","0,5306087019","0,3643056544","0,03883133117","-1,17583836","-0,1137975674","0,3091674082","-0,3749061778","-0,2576763877","-0,2609503684"
1358,7916,Sergey Nikitin,5/13/1973,RUS,1,Tula (Arsenal Stadium),8/3/2003,"11,26","6,99","16,27","2,03","51,15","14,85","44,28","4,7","61,64",04:46.86,"287,00",804,812,868,832,763,868,753,820,763,637,"-0,4468355685","-0,4643172131","1,656570543","0,6411170599","-0,7519401429","0,008295810091","0,4492648485","0,2274030653","0,6242873009","-0,3124003674"
1359,7880,Nikolay Tishchenko,2/4/1977,RUS,2,Tula (Arsenal Stadium),8/3/2003,"11,23","7,52","13,9","1,94","50,06","14,34","42,29","4,7","52,54",04:27.62,"268,00",811,940,723,750,812,932,712,820,627,758,"-0,3565317175","0,935139019","-0,03152323042","-0,2568362084","-0,141028007","0,718657279","0,007419075299","0,2274030653","-0,7084578286","0,7251746106"
1360,7853,Nikolay Averyanov,2/4/1980,RUS,3,Tula (Arsenal Stadium),8/3/2003,"10,84","7,27","13,97",2,"49,62","14,6","37,26","4,9","48,17",04:26.75,"267,00",897,879,727,804,833,899,610,880,562,765,"0,7529155948","0,2682106584","0,01504487368","0,3344988707","0,1207914798","0,3523771466","-1,091806995","0,6334542404","-1,345431604","0,7851996093"
1361,7467,Santiago Lorenzo,4/4/1978,ARG ,4,Santo Dominga,8/6/2003,"11,31","6,89","13,57","1,83","49,94","15,18","40,98","4,7","58,68",04:42.4,"282,00",793,788,703,653,818,828,685,820,718,668,"-0,5887416201","-0,7267152566","-0,2643637509","-1,319049221","-0,06622243938","-0,435680108","-0,2835525315","0,2274030653","0,1833054566","-0,046575373"
1362,7356,Enrique Aguirre,12/6/1979,ARG ,5,Santo Dominga,8/6/2003,"11,06","7,00","13,51","1,98","50,2","15,17","39,93","4,2","52,12",04:49.5,"289,00",848,814,699,786,806,830,664,674,621,625,"0,1207886378","-0,4424507095","-0,310931855","0,1373871777","-0,2158335747","-0,4134813121","-0,5098637812","-0,7606547941","-0,7672554078","-0,4153003652"
1363,7809,Stephen Moore,8/13/1975,USA,1,Santo Domingo,8/6/2003,"10,75","7,3","11,83","2,1","48,16","14,79","42,44","4,5","50,35",04:41.71,"282,00",918,886,597,897,902,876,715,761,594,668,"1,023827148","0,3447434211","-1,498418509","1,352909285","0,9810555079","0,0970909937","0,03974925383","-0,1718805902","-1,031844514","-0,046575373"
1364,7704,Luiggy Llanos,8/22/1978,PUR,2,Santo Domingo,8/6/2003,"11,02","7,47","14,62","1,86","50,27","14,29","43,93","4,5","59,78",05:11.24,"311,00",857,928,767,679,803,938,745,761,735,499,"0,2368935891","0,8039399973","0,4807259146","-1,034332331","-0,2532363585","0,7852536667","0,3630510391","-0,1718805902","0,3498985977","-1,495750342"
1365,7593,Yonelvis Aguila,8/1/1975,CUB,3,Santo Domingo,8/6/2003,"11,16","7,06","13,77","2,01","50,24","14,89","47,04","3,7","63,01",04:49.93,"290,00",826,828,715,813,804,863,809,536,784,619,"-0,1630234654","-0,2893851841","-0,1246594386","0,4330547173","-0,2407687639","-0,04720117967","1,052761514","-1,694572497","0,8300788282","-0,4667503641"
1366,7804,Indrek Kaseorg,12/16/1967,EST,1,Kärdla,8/10/2003,"11,37","7,12","13,47","1,95","50,1","14,62","40,92","4,8","63,50",04:37.02,"277,00",780,843,696,759,810,897,684,850,791,700,"-0,7564487719","-0,1253864069","-0,345857933","-0,1582803619","-0,1659631963","0,3301783507","-0,2943292576","0,4304286529","0,898676004","0,2278246212"
1367,7788,Florian Schönbeck,1/13/1974,GER,2,Wesel,8/24/2003,"11,25","7,03","13,81","1,85","50,28","14,65","44,97","4,8","58,25",04:28.73,"269,00",806,821,717,671,802,893,767,850,712,752,"-0,4210344682","-0,3659179468","-0,1013753866","-1,121937528","-0,2657039531","0,2857807589","0,600139015","0,4304286529","0,1245078773","0,6737246117"
1368,7601,Philipp Grimm,10/18/1978,GER,3,Wesel,8/24/2003,"10,81","6,97","13,64","1,88","48,52","15,57","44,29","4,5","60,04",04:57.64,"298,00",904,807,707,697,885,782,753,761,739,572,"0,8432194458","-0,5189834721","-0,2177956468","-0,837220638","0,7691063995","-0,9462524137","0,4492648485","-0,1718805902","0,3890969839","-0,8697753555"
1369,7814,Matthias Spahn,1/3/1979,GER,,Wesel,8/24/2003,"11,01","7,02","14,47","1,94","49,17","14,86","43,95","4,6","60,61",04:48.06,"288,00",859,819,758,750,854,867,746,790,748,631,"0,2626946894","-0,3877844504","0,3759476804","-0,2568362084","0,3826109666","-0,00280358786","0,3738277653","0,02437747777","0,4772933528","-0,3638503663"
